headline,url
"

Live
                Turkey elections: Runoff increasingly likely amid competing claims from Erdoğan and Kılıçdaroğlu  ",https://www.theguardian.com/world/live/2023/may/14/turkey-elections-live-vote-recep-tayyip-erdogan-kemal-klcdaroglu
Full story Election could go to second round as Erdoğan attempts to claim victory,https://www.theguardian.com/world/2023/may/14/turkish-polls-close-after-record-numbers-vote-in-test-of-erdogans-rule
Analysis Could a diverse alliance end Erdoğan’s authoritarian rule?,https://www.theguardian.com/world/2023/may/14/could-a-diverse-alliance-end-recep-tayyip-erdogans-authoritarian-rule
Recep Tayyip Erdoğan Grip on power tested in pivotal election,https://www.theguardian.com/world/2023/may/14/erdogans-grip-on-power-tested-as-turkey-goes-to-the-polls
Full story Election could go to second round as Erdoğan attempts to claim victory,https://www.theguardian.com/world/2023/may/14/turkish-polls-close-after-record-numbers-vote-in-test-of-erdogans-rule
Analysis Could a diverse alliance end Erdoğan’s authoritarian rule?,https://www.theguardian.com/world/2023/may/14/could-a-diverse-alliance-end-recep-tayyip-erdogans-authoritarian-rule
Recep Tayyip Erdoğan Grip on power tested in pivotal election,https://www.theguardian.com/world/2023/may/14/erdogans-grip-on-power-tested-as-turkey-goes-to-the-polls
Turkey elections: Runoff increasingly likely amid competing claims from Erdoğan and Kılıçdaroğlu,https://www.theguardian.com/world/live/2023/may/14/turkey-elections-live-vote-recep-tayyip-erdogan-kemal-klcdaroglu
"

               Nikki Haley
                Republican presidential candidate downplays federal abortion ban  ",https://www.theguardian.com/us-news/2023/may/14/nikki-haley-federal-abortion-ban
Republican presidential candidate downplays federal abortion ban,https://www.theguardian.com/us-news/2023/may/14/nikki-haley-federal-abortion-ban
"

               US-Mexico border
                Crossings reportedly decrease after Title 42 rules scrapped  ",https://www.theguardian.com/us-news/2023/may/14/border-crossings-reportedly-decrease-after-title-42-rules-scrapped
Republicans Senator called ‘profoundly ignorant man’ over Mexico remarks,https://www.theguardian.com/us-news/2023/may/14/senator-john-kennedy-mexico-drug-cartels
"Title 42 Restrictions have ended, but new policy is tougher",https://www.theguardian.com/us-news/2023/may/13/title-42-migration-biden-new-policy-tougher
Republicans Senator called ‘profoundly ignorant man’ over Mexico remarks,https://www.theguardian.com/us-news/2023/may/14/senator-john-kennedy-mexico-drug-cartels
"Title 42 Restrictions have ended, but new policy is tougher",https://www.theguardian.com/us-news/2023/may/13/title-42-migration-biden-new-policy-tougher
Crossings reportedly decrease after Title 42 rules scrapped,https://www.theguardian.com/us-news/2023/may/14/border-crossings-reportedly-decrease-after-title-42-rules-scrapped
"

                 Thailand election
                  Opposition delivers crushing blow to military rule  ",https://www.theguardian.com/world/2023/may/15/thailand-election-2023-national-elections-opposition-parties-crushing-blow-military-rule-junta
Opposition delivers crushing blow to military rule,https://www.theguardian.com/world/2023/may/15/thailand-election-2023-national-elections-opposition-parties-crushing-blow-military-rule-junta
"

                 ‘He didn’t completely break us’
                  Buffalo grieves mass shooting one year on  ",https://www.theguardian.com/us-news/2023/may/14/he-didnt-completely-break-us-buffalo-grieves-mass-shooting-one-year-on
Buffalo grieves mass shooting one year on,https://www.theguardian.com/us-news/2023/may/14/he-didnt-completely-break-us-buffalo-grieves-mass-shooting-one-year-on
"

                 Republicans
                  Rightwing US senator to give virtual speech at conservative UK conference  ",https://www.theguardian.com/us-news/2023/may/14/rightwing-us-senator-to-give-virtual-speech-at-conservative-uk-conference
Rightwing US senator to give virtual speech at conservative UK conference,https://www.theguardian.com/us-news/2023/may/14/rightwing-us-senator-to-give-virtual-speech-at-conservative-uk-conference
"

                 Michigan
                  Not having cellphone allowed boy to save runaway bus from crashing  ",https://www.theguardian.com/us-news/2023/may/14/michigan-boy-saved-school-bus-no-cellphone
Not having cellphone allowed boy to save runaway bus from crashing,https://www.theguardian.com/us-news/2023/may/14/michigan-boy-saved-school-bus-no-cellphone
"

                 Belarus
                  President Lukashenko misses another event prompting speculation of illness  ",https://www.theguardian.com/world/2023/may/15/alexander-lukashenko-belarus-president-sick-illness-speculation
President Lukashenko misses another event prompting speculation of illness,https://www.theguardian.com/world/2023/may/15/alexander-lukashenko-belarus-president-sick-illness-speculation
"

                 Florida
                  Teacher defends showing Disney movie: ‘I’m just being accepting’  ",https://www.theguardian.com/us-news/2023/may/14/florida-teacher-disney-film-strange-world
Teacher defends showing Disney movie: ‘I’m just being accepting’,https://www.theguardian.com/us-news/2023/may/14/florida-teacher-disney-film-strange-world
"

                 Exclusive
                  Imran Khan accuses Pakistan’s military of ordering his arrest  ",https://www.theguardian.com/world/2023/may/14/imran-khan-arrest-pakistan-military
Imran Khan accuses Pakistan’s military of ordering his arrest,https://www.theguardian.com/world/2023/may/14/imran-khan-arrest-pakistan-military
"

                 NBA
                  Grizzlies suspend Ja Morant after second apparent gun video emerges  ",https://www.theguardian.com/sport/2023/may/14/grizzles-suspend-ja-morant-after-second-apparent-gun-video-emerges
Grizzlies suspend Ja Morant after second apparent gun video emerges,https://www.theguardian.com/sport/2023/may/14/grizzles-suspend-ja-morant-after-second-apparent-gun-video-emerges
