headline,url
,/us-news/2025/mar/22/boycott-companies-tesla-trump-musk
Trump administrationHegseth suggests judge who blocked trans troops ban abused her power,/us-news/2025/mar/22/hegseth-mocks-judge-trans-troops
US immigrationWhite House reportedly halts funding for legal aid for unaccompanied migrant children,/us-news/2025/mar/22/white-house-legal-aid-funding-cuts-unaccompanied-migrant-children
"Donald TrumpPresident revokes security clearances for Biden, Harris and other political enemies",/us-news/2025/mar/22/trump-revokes-security-clearances-political-enemies
,/us-news/2025/mar/22/tourism-trump-immigration-arrests
ExplainerHere’s what you need to know about your rights when entering the US,/us-news/2025/mar/22/travelers-rights-entering-reentering-visa-phone-search
,/world/2025/mar/22/netanyahu-claims-decision-to-fire-security-chief-not-connected-to-qatar-probe
Middle EastIsrael strikes southern Lebanon and Gaza amid calls for halt to ‘endless war’,/world/2025/mar/22/israel-strikes-southern-lebanon-amid-calls-for-end-to-endless-war
"AnalysisGaza’s ceasfire brought hope, but it was the calm before a brutal storm",/world/2025/mar/22/gazas-ceasfire-brought-hope-but-it-was-the-calm-before-a-brutal-storm
,/us-news/2025/mar/22/united-pilot-attacks-passenger
,/society/2025/mar/22/type-2-diabetes-increases-risk-of-liver-and-pancreatic-cancers-study-shows
,/us-news/2025/mar/22/mass-shooting-new-mexico
,/sport/2025/mar/22/boxing-champion-george-foreman-dies-at-age-76
,/world/2025/mar/23/ukraine-war-briefing-russia-launches-drone-attacks-on-kyiv
,/world/2025/mar/22/mi5-surveillance-british-spy-kim-philby-made-public
,/world/2025/mar/22/pope-francis-to-make-first-public-appearance-since-being-admitted-to-hospital
