headline,url
Coronavirus  ‘People aren’t taking this seriously’: experts say US Covid surge is big risk ,https://www.theguardian.com/world/2023/jan/15/covid-19-coronavirus-us-surge-complacency
‘People aren’t taking this seriously’: experts say US Covid surge is big risk,https://www.theguardian.com/world/2023/jan/15/covid-19-coronavirus-us-surge-complacency
Joe Biden  Republicans accuse president of hypocrisy over classified documents discoveries ,https://www.theguardian.com/us-news/2023/jan/15/biden-documents-discoveries-republicans-pressure
Republicans accuse president of hypocrisy over classified documents discoveries,https://www.theguardian.com/us-news/2023/jan/15/biden-documents-discoveries-republicans-pressure
California storms  Biden declares major disaster as more flooding forecast ,https://www.theguardian.com/us-news/2023/jan/15/california-storms-biden-major-disaster-atmospheric-rivers-forecast
Sacramento How fast-moving floods took a deadly toll,https://www.theguardian.com/us-news/2023/jan/14/california-storms-flooding-sacramento-county
Sacramento How fast-moving floods took a deadly toll,https://www.theguardian.com/us-news/2023/jan/14/california-storms-flooding-sacramento-county
Biden declares major disaster as more flooding forecast,https://www.theguardian.com/us-news/2023/jan/15/california-storms-biden-major-disaster-atmospheric-rivers-forecast
"George Santos  Congressman a ‘bad guy’ who did ‘bad things’ but should not be forced out, Republican says ",https://www.theguardian.com/us-news/2023/jan/15/george-santos-deserves-chance-republican-matt-gaetz
"Congressman a ‘bad guy’ who did ‘bad things’ but should not be forced out, Republican says",https://www.theguardian.com/us-news/2023/jan/15/george-santos-deserves-chance-republican-matt-gaetz
'His legacy shows us the way'  Biden honors Martin Luther King Jr with Sunday sermon ,https://www.theguardian.com/us-news/2023/jan/15/joe-biden-martin-luther-king-jr-birthday-atlanta-sermon
Biden honors Martin Luther King Jr with Sunday sermon,https://www.theguardian.com/us-news/2023/jan/15/joe-biden-martin-luther-king-jr-birthday-atlanta-sermon
Arkansas  Ex-Trump aide Sanders defends critical race theory ban ,https://www.theguardian.com/us-news/2023/jan/15/sarah-sanders-arkansas-governor-ban-critical-race-theory-schools
Ex-Trump aide Sanders defends critical race theory ban,https://www.theguardian.com/us-news/2023/jan/15/sarah-sanders-arkansas-governor-ban-critical-race-theory-schools
UK  Man arrested on suspicion of terror offence after Heathrow uranium seizure ,https://www.theguardian.com/uk-news/2023/jan/15/man-arrested-on-suspicion-of-terror-offence-after-heathrow-uranium-seizure
Man arrested on suspicion of terror offence after Heathrow uranium seizure,https://www.theguardian.com/uk-news/2023/jan/15/man-arrested-on-suspicion-of-terror-offence-after-heathrow-uranium-seizure
Ukraine  Germany says battle tanks ‘won’t be ready until 2024’ ,https://www.theguardian.com/world/2023/jan/15/german-battle-tanks-for-ukraine-wont-be-ready-until-2024
Germany says battle tanks ‘won’t be ready until 2024’,https://www.theguardian.com/world/2023/jan/15/german-battle-tanks-for-ukraine-wont-be-ready-until-2024
Nepal  Plane crash with 72 onboard leaves at least 68 dead ,https://www.theguardian.com/world/2023/jan/15/nepal-plane-crash-with-72-onboard-leaves-at-least-16-dead
Plane crash with 72 onboard leaves at least 68 dead,https://www.theguardian.com/world/2023/jan/15/nepal-plane-crash-with-72-onboard-leaves-at-least-16-dead
New York  Treasure hunters dive for mammoth bones in East River ,https://www.theguardian.com/us-news/2023/jan/15/treasure-hunters-dive-mammoth-bones-new-york-east-river-joe-rogan
Treasure hunters dive for mammoth bones in East River,https://www.theguardian.com/us-news/2023/jan/15/treasure-hunters-dive-mammoth-bones-new-york-east-river-joe-rogan
Brazil  Leaders fight hard in wake of ‘insane’ coup attempt ,https://www.theguardian.com/world/2023/jan/15/brazil-new-leaders-coup-attempt-lula-bolsonaro
Leaders fight hard in wake of ‘insane’ coup attempt,https://www.theguardian.com/world/2023/jan/15/brazil-new-leaders-coup-attempt-lula-bolsonaro
