headline,url
,/us-news/2025/mar/24/journalist-trump-yemen-war-chat-reaction
National securityWhite House inadvertently texted top-secret Yemen war plans to journalist,/us-news/2025/mar/24/journalist-trump-yemen-war-chat
Trump news at a glanceAnger as White House texts secret Yemen war plans to journalist,/us-news/2025/mar/25/president-trump-administration-news-updates-today
"MediaTrump’s shuttering of global media agency endangers reporters, staff say",/us-news/2025/mar/24/trump-shuttering-global-media-agency-endangers-reporters
,/world/2025/mar/24/oscar-winning-palestinian-director-attacked-by-israeli-settlers-and-arrested
VideoIsraeli settlers attack activists in West Bank,/world/video/2025/mar/24/moment-israeli-settlers-attack-activists-in-west-bank-video
,/us-news/2025/mar/24/trump-deportation-venezuela
US immigrationVenezuelan immigrants deported from US to Venezuela via Honduras,/us-news/2025/mar/24/venezuela-immigrants-us-honduras
ImmigrationBernie Sanders admits Biden failed to tackle illegal immigration,/us-news/2025/mar/24/bernie-sanders-trump-biden-immigration
,/world/2025/mar/24/ukraine-accuses-moscow-of-hollow-statements-about-peace-after-latest-attack
,/us-news/2025/mar/24/postmaster-general-louis-dejoy-resigns
,/us-news/2025/mar/24/columbia-palestinian-activist-sues-trump-administration-deportation
,/us-news/2025/mar/24/california-fire-captain-murder-suspect-arrested
,/film/2025/mar/24/gerard-depardieu-paris-court-trial-sexual-assault-charges
,/us-news/2025/mar/24/tesla-austin-bomb-squad
,/science/2025/mar/24/nasa-curiosity-rover-mars-long-chain-alkanes-rock-sample-discovery
