headline,url
,/us-news/2023/oct/26/robert-card-maine-shootings-person-of-interest
"Avid bowler, beloved managerDetails emerge of victims",/us-news/2023/oct/26/maine-lewiston-shooting-victims
‘Unreal’Residents lock doors for first time as police hunt gunman,/us-news/2023/oct/26/lewiston-maine-mass-shooting-active-shooter
"Bowling alley, then a barHow a quiet night turned into a massacre",/us-news/2023/oct/26/what-happened-maine-mass-shooting-bowling-alley-bar
,/us-news/2023/oct/26/trump-mark-meadows-witness-threats
,/world/2023/oct/26/hurricane-otis-mexico-acapulco-damage-aid-military
,/us-news/2023/oct/26/minnesota-dean-phillips-democrat-election-2024-biden
,/world/2023/oct/26/argentina-bts-k-pop-victoria-villarruel-javier-milei
,/us-news/2023/oct/26/louisiana-new-orleans-pastor-charged-sexual-abuse-milton-martin
,/world/2023/oct/27/li-keqiang-former-premier-of-china-dies-aged-68-state-media
,/technology/2023/oct/26/amazon-quarter-profits-revenue-increase
,/world/2023/oct/26/italian-woman-forced-to-court-to-evict-her-two-sons-aged-40-and-42
,/culture/2023/oct/26/hasan-minhaj-response-new-yorker-comedy
