headline,url
"

               Donald Trump
                Lawyers told he is target in Mar-a-Lago documents investigation  ",https://www.theguardian.com/us-news/2023/jun/07/trump-mar-a-lago-classified-documents-investigation
Lawyers told he is target in Mar-a-Lago documents investigation,https://www.theguardian.com/us-news/2023/jun/07/trump-mar-a-lago-classified-documents-investigation
"

               California
                Outrage as anti-LGBTQ+ protest at school board turns violent  ",https://www.theguardian.com/us-news/2023/jun/07/lgbtq-violence-protest-glendale-unified-school-district
Outrage as anti-LGBTQ+ protest at school board turns violent,https://www.theguardian.com/us-news/2023/jun/07/lgbtq-violence-protest-glendale-unified-school-district
"

               Nato
                Members may send troops to Ukraine, warns former alliance chief  ",https://www.theguardian.com/world/2023/jun/07/nato-members-may-send-troops-to-ukraine-warns-former-alliance-chief
 Nord Stream Zelenskiy rejects claim of Ukraine plot to destroy pipeline,https://www.theguardian.com/business/2023/jun/08/nord-stream-zelenskiy-rejects-claim-of-ukraine-plot-to-destroy-pipeline
 Nord Stream Zelenskiy rejects claim of Ukraine plot to destroy pipeline,https://www.theguardian.com/business/2023/jun/08/nord-stream-zelenskiy-rejects-claim-of-ukraine-plot-to-destroy-pipeline
"Members may send troops to Ukraine, warns former alliance chief",https://www.theguardian.com/world/2023/jun/07/nato-members-may-send-troops-to-ukraine-warns-former-alliance-chief
"

Live
                  NBA finals Game 3 – Denver Nuggets v Miami Heat  ",https://www.theguardian.com/sport/live/2023/jun/07/nba-finals-game-3-denver-nuggets-v-miami-heat-live
NBA finals Game 3 – Denver Nuggets v Miami Heat,https://www.theguardian.com/sport/live/2023/jun/07/nba-finals-game-3-denver-nuggets-v-miami-heat-live
"

                 Long Covid
                  Quality of life impact can be worse than advanced cancers – study  ",https://www.theguardian.com/society/2023/jun/08/long-covid-impact-quality-of-life-cancer-study
Quality of life impact can be worse than advanced cancers – study,https://www.theguardian.com/society/2023/jun/08/long-covid-impact-quality-of-life-cancer-study
"

                 New Orleans
                  Media organizations push for release of sealed records of US priest accused of abusing children  ",https://www.theguardian.com/us-news/2023/jun/07/new-orleans-priest-abuse-allegations-lawrence-hecker
Media organizations push for release of sealed records of US priest accused of abusing children,https://www.theguardian.com/us-news/2023/jun/07/new-orleans-priest-abuse-allegations-lawrence-hecker
"

                 Meta
                  Meta taskforce to combat trade of child sex abuse materials after damning report  ",https://www.theguardian.com/technology/2023/jun/07/meta-instagram-self-generated-child-sexual-abuse-materials
Meta taskforce to combat trade of child sex abuse materials after damning report,https://www.theguardian.com/technology/2023/jun/07/meta-instagram-self-generated-child-sexual-abuse-materials
"

                 Mike Pence
                  Republican enters 2024 race with speech denouncing ‘reckless’ Trump  ",https://www.theguardian.com/us-news/2023/jun/07/mike-pence-2024-republican-president-running
Republican enters 2024 race with speech denouncing ‘reckless’ Trump,https://www.theguardian.com/us-news/2023/jun/07/mike-pence-2024-republican-president-running
"

                 Waymo
                  Self-driving car kills dog amid increasing concern over robotaxis  ",https://www.theguardian.com/us-news/2023/jun/07/waymo-car-kills-dog-self-driving-robotaxi-san-francisco
Self-driving car kills dog amid increasing concern over robotaxis,https://www.theguardian.com/us-news/2023/jun/07/waymo-car-kills-dog-self-driving-robotaxi-san-francisco
"

                 US Capitol attack
                  Bob’s Burgers actor arrested on charges of joining mob  ",https://www.theguardian.com/us-news/2023/jun/07/bobs-burgers-capitol-attack-jay-johnston
Bob’s Burgers actor arrested on charges of joining mob,https://www.theguardian.com/us-news/2023/jun/07/bobs-burgers-capitol-attack-jay-johnston
"

                 Harvey Milk
                  School board president faces backlash for calling activist a ‘pedophile’  ",https://www.theguardian.com/us-news/2023/jun/07/california-school-board-president-defames-harvey-milk
School board president faces backlash for calling activist a ‘pedophile’,https://www.theguardian.com/us-news/2023/jun/07/california-school-board-president-defames-harvey-milk
