headline,url
Ukraine crisis  Putin orders troops into separatist regions; Zelenskiy says ‘we are not afraid’ ,https://www.theguardian.com/world/live/2022/feb/21/russia-ukraine-news-latest-crisis-putin-biden-summit-kyiv-kiev-russian-invasion-threat-live-updates
Full story Putin orders troops into eastern Ukraine on ‘peacekeeping duties’,https://www.theguardian.com/world/2022/feb/21/ukraine-putin-decide-recognition-breakaway-states-today
Explained  What will recognition of breakaway regions mean?,https://www.theguardian.com/world/2022/feb/21/what-would-russian-recognition-of-breakaway-ukraine-regions-mean
US Biden imposes sanctions on breakaway regions,https://www.theguardian.com/world/2022/feb/21/putin-eastern-europe-donetsk-luhansk-reaction
Full story Putin orders troops into eastern Ukraine on ‘peacekeeping duties’,https://www.theguardian.com/world/2022/feb/21/ukraine-putin-decide-recognition-breakaway-states-today
Explained  What will recognition of breakaway regions mean?,https://www.theguardian.com/world/2022/feb/21/what-would-russian-recognition-of-breakaway-ukraine-regions-mean
US Biden imposes sanctions on breakaway regions,https://www.theguardian.com/world/2022/feb/21/putin-eastern-europe-donetsk-luhansk-reaction
Putin orders troops into separatist regions; Zelenskiy says ‘we are not afraid’,https://www.theguardian.com/world/live/2022/feb/21/russia-ukraine-news-latest-crisis-putin-biden-summit-kyiv-kiev-russian-invasion-threat-live-updates
‘This should terrify the nation’  The Trump ally seeking to run Arizona’s elections ,https://www.theguardian.com/us-news/2022/feb/21/mark-finchem-trump-arizona-elections-secretary-of-state
The Trump ally seeking to run Arizona’s elections,https://www.theguardian.com/us-news/2022/feb/21/mark-finchem-trump-arizona-elections-secretary-of-state
Switzerland  Country at risk of EU blacklist after Credit Suisse leak ,https://www.theguardian.com/news/2022/feb/21/switzerland-at-risk-of-eu-blacklist-after-credit-suisse-leak
Revealed King of Jordan used Swiss accounts to hoard massive wealth,https://www.theguardian.com/news/2022/feb/21/revealed-king-jordan-used-swiss-accounts-hoard-massive-wealth
Explained What is the Suisse secrets leak and why are we publishing it?,https://www.theguardian.com/news/2022/feb/20/suisse-secrets-leak-financial-crime-public-interest
Revealed King of Jordan used Swiss accounts to hoard massive wealth,https://www.theguardian.com/news/2022/feb/21/revealed-king-jordan-used-swiss-accounts-hoard-massive-wealth
Explained What is the Suisse secrets leak and why are we publishing it?,https://www.theguardian.com/news/2022/feb/20/suisse-secrets-leak-financial-crime-public-interest
Country at risk of EU blacklist after Credit Suisse leak,https://www.theguardian.com/news/2022/feb/21/switzerland-at-risk-of-eu-blacklist-after-credit-suisse-leak
Voting rights  Indigenous nations sue North Dakota over ‘sickening’ gerrymandering ,https://www.theguardian.com/us-news/2022/feb/21/native-american-tribes-sue-north-dakota-gerrymandering
Indigenous nations sue North Dakota over ‘sickening’ gerrymandering,https://www.theguardian.com/us-news/2022/feb/21/native-american-tribes-sue-north-dakota-gerrymandering
‘Historic victory’  Colombia legalises abortion in move hailed by campaigners ,https://www.theguardian.com/global-development/2022/feb/22/colombia-legalises-abortion-in-move-celebrated-as-historic-victory-by-campaigners
Colombia legalises abortion in move hailed by campaigners,https://www.theguardian.com/global-development/2022/feb/22/colombia-legalises-abortion-in-move-celebrated-as-historic-victory-by-campaigners
Truth Social  Donald Trump’s social media app launches on Apple store ,https://www.theguardian.com/us-news/2022/feb/21/donald-trumps-social-media-app-truth-social-launches-on-apple-store
Donald Trump’s social media app launches on Apple store,https://www.theguardian.com/us-news/2022/feb/21/donald-trumps-social-media-app-truth-social-launches-on-apple-store
"Ahmaud Arbery  Murderers driven by ‘pent-up racial anger’, prosecutor says ",https://www.theguardian.com/us-news/2022/feb/21/ahmaud-arbery-hate-crimes-trial
"Murderers driven by ‘pent-up racial anger’, prosecutor says",https://www.theguardian.com/us-news/2022/feb/21/ahmaud-arbery-hate-crimes-trial
‘Plain old racist’  Teen in New Jersey mall fight condemns arrest of Black youth ,https://www.theguardian.com/us-news/2022/feb/20/plain-old-racist-teen-new-jersey-mall-fight-arrest-black-youth
Teen in New Jersey mall fight condemns arrest of Black youth,https://www.theguardian.com/us-news/2022/feb/20/plain-old-racist-teen-new-jersey-mall-fight-arrest-black-youth
France  Accidental killing of hiker fuels bitter debate over hunting  ,https://www.theguardian.com/world/2022/feb/21/accidental-killing-hiker-wild-boar-hunt-bitter-debate-france
Accidental killing of hiker fuels bitter debate over hunting ,https://www.theguardian.com/world/2022/feb/21/accidental-killing-hiker-wild-boar-hunt-bitter-debate-france
Britney Spears  ‘Record-breaking’ book deal for tell-all memoir ,https://www.theguardian.com/music/2022/feb/22/britney-spears-lands-record-breaking-book-deal-for-tell-all-memoir
‘Record-breaking’ book deal for tell-all memoir,https://www.theguardian.com/music/2022/feb/22/britney-spears-lands-record-breaking-book-deal-for-tell-all-memoir
"Easter Island  Moai statue begins journey home, 150 years after removal to Santiago ",https://www.theguardian.com/world/2022/feb/22/easter-island-moai-statue-begins-journey-home-150-years-after-removal-to-santiago
"Moai statue begins journey home, 150 years after removal to Santiago",https://www.theguardian.com/world/2022/feb/22/easter-island-moai-statue-begins-journey-home-150-years-after-removal-to-santiago
