headline,url
Senate deal   Joe Biden hails ‘most significant’ US climate legislation ever ,https://www.theguardian.com/us-news/2022/jul/28/joe-biden-climate-deal-senate
Manchin Activists and legislators express surprise and relief ,https://www.theguardian.com/environment/2022/jul/28/joe-manchin-climate-bill-fossil-fuels-reaction
Explainer What’s in the bill that Manchin supports – and what isn’t ,https://www.theguardian.com/environment/2022/jul/28/climate-bill-joe-manchin-whats-in-it
Opinion This is a climate emergency,https://www.theguardian.com/commentisfree/2022/jul/28/climate-crisis-emergency-rebecca-solnit-terry-tempest-williams
Manchin Activists and legislators express surprise and relief ,https://www.theguardian.com/environment/2022/jul/28/joe-manchin-climate-bill-fossil-fuels-reaction
Explainer What’s in the bill that Manchin supports – and what isn’t ,https://www.theguardian.com/environment/2022/jul/28/climate-bill-joe-manchin-whats-in-it
Opinion This is a climate emergency,https://www.theguardian.com/commentisfree/2022/jul/28/climate-crisis-emergency-rebecca-solnit-terry-tempest-williams
Joe Biden hails ‘most significant’ US climate legislation ever,https://www.theguardian.com/us-news/2022/jul/28/joe-biden-climate-deal-senate
Media  Russian news outlet Novaya Gazeta to be stripped of licence under court order ,https://www.theguardian.com/world/2022/jul/29/russian-news-outlet-novaya-gazeta-to-be-stripped-of-licence-under-court-order
Russian news outlet Novaya Gazeta to be stripped of licence under court order,https://www.theguardian.com/world/2022/jul/29/russian-news-outlet-novaya-gazeta-to-be-stripped-of-licence-under-court-order
"US economy  GDP decreases in second quarter, signaling unofficial start of recession ",https://www.theguardian.com/business/2022/jul/28/us-economy-gdp-second-quarter
Explainer When does a recession begin – and is the US in one now?,https://www.theguardian.com/business/2022/jul/28/is-us-in-a-recession
Republicans Party rushes to label slowdown as ‘Biden’s recession’,https://www.theguardian.com/us-news/2022/jul/28/recession-inflation-republicans-blame-democrats
Explainer When does a recession begin – and is the US in one now?,https://www.theguardian.com/business/2022/jul/28/is-us-in-a-recession
Republicans Party rushes to label slowdown as ‘Biden’s recession’,https://www.theguardian.com/us-news/2022/jul/28/recession-inflation-republicans-blame-democrats
"GDP decreases in second quarter, signaling unofficial start of recession",https://www.theguardian.com/business/2022/jul/28/us-economy-gdp-second-quarter
Alabama  Execution of Joe Nathan James Jr goes ahead despite opposition from victim’s family ,https://www.theguardian.com/us-news/2022/jul/28/alabama-to-execute-convicted-killer-despite-opposition-from-victims-family
Execution of Joe Nathan James Jr goes ahead despite opposition from victim’s family,https://www.theguardian.com/us-news/2022/jul/28/alabama-to-execute-convicted-killer-despite-opposition-from-victims-family
New Orleans  Jury acquits progressive district attorney of tax fraud charges ,https://www.theguardian.com/us-news/2022/jul/28/new-orleans-district-attorney-acquitted-tax-fraud
Jury acquits progressive district attorney of tax fraud charges,https://www.theguardian.com/us-news/2022/jul/28/new-orleans-district-attorney-acquitted-tax-fraud
Heatwave  Unusually high temperatures in Pacific north-west suspected cause of four deaths ,https://www.theguardian.com/us-news/2022/jul/28/us-pacific-north-west-may-see-triple-digit-temperatures-as-heatwave-continues
Unusually high temperatures in Pacific north-west suspected cause of four deaths,https://www.theguardian.com/us-news/2022/jul/28/us-pacific-north-west-may-see-triple-digit-temperatures-as-heatwave-continues
California  San Francisco declares emergency as monkeypox cases rise ,https://www.theguardian.com/world/2022/jul/28/san-francisco-monkeypox-state-of-emergency
San Francisco declares emergency as monkeypox cases rise,https://www.theguardian.com/world/2022/jul/28/san-francisco-monkeypox-state-of-emergency
Xi Jinping  Chinese president tells Joe Biden not to ‘play with fire’ over Taiwan in two-hour call ,https://www.theguardian.com/world/2022/jul/28/xi-jinping-tells-joe-biden-not-to-play-with-fire-over-taiwan-in-two-hour-call
Chinese president tells Joe Biden not to ‘play with fire’ over Taiwan in two-hour call,https://www.theguardian.com/world/2022/jul/28/xi-jinping-tells-joe-biden-not-to-play-with-fire-over-taiwan-in-two-hour-call
US military  Anger as Republicans block bill to help veterans exposed to toxins ,https://www.theguardian.com/us-news/2022/jul/28/republicans-bill-healthcare-military-veterans-jon-stewart
Anger as Republicans block bill to help veterans exposed to toxins,https://www.theguardian.com/us-news/2022/jul/28/republicans-bill-healthcare-military-veterans-jon-stewart
Instagram  Platform rolls back some changes to app after user backlash ,https://www.theguardian.com/technology/2022/jul/28/instagram-rolls-back-some-changes-to-app
Platform rolls back some changes to app after user backlash,https://www.theguardian.com/technology/2022/jul/28/instagram-rolls-back-some-changes-to-app
HIV  Oldest patient yet cured after receiving stem cell transplant ,https://www.theguardian.com/society/2022/jul/28/hiv-aids-stem-cell-transplant-oldest-patient-cured
Oldest patient yet cured after receiving stem cell transplant,https://www.theguardian.com/society/2022/jul/28/hiv-aids-stem-cell-transplant-oldest-patient-cured
